,id,title,genres_list,director,vote_average
1114,10027,Unleashed,"['Action', 'Crime']",Louis Leterrier,6.6
1115,11812,The Sweetest Thing,"['Romance', 'Comedy']",Roger Kumble,5.3
1116,37233,The Firm,"['Drama', 'Mystery', 'Thriller']",Sydney Pollack,6.6
1117,37950,Charlie St. Cloud,['Drama'],Burr Steers,6.8
1118,27582,The Mechanic,"['Action', 'Thriller', 'Crime']",Simon West,6.3
1119,64688,21 Jump Street,"['Action', 'Comedy', 'Crime']",Phil Lord,6.7
1120,509,Notting Hill,"['Romance', 'Comedy', 'Drama']",Roger Michell,7.0
1121,7443,Chicken Run,"['Animation', 'Comedy', 'Family']",Nick Park,6.5
1122,5966,Along Came Polly,"['Comedy', 'Romance']",John Hamburg,5.8
1123,11066,Boomerang,"['Comedy', 'Romance']",Reginald Hudlin,5.4
1124,136795,The Heat,"['Action', 'Comedy', 'Crime']",Paul Feig,6.5
1125,8095,Cleopatra,"['Drama', 'History', 'Romance']",Joseph L. Mankiewicz,6.7
1126,87826,Here Comes the Boom,['Comedy'],Frank Coraci,6.0
1127,11560,High Crimes,"['Drama', 'Mystery', 'Thriller', 'Crime']",Carl Franklin,6.1
1128,25189,The Mirror Has Two Faces,"['Comedy', 'Drama', 'Romance']",Barbra Streisand,6.5
1129,2637,The Mothman Prophecies,"['Drama', 'Horror', 'Mystery']",Mark Pellington,6.1
1130,18480,Brüno,['Comedy'],Larry Charles,5.4
1131,709,Licence to Kill,"['Adventure', 'Action', 'Thriller']",John Glen,5.9
1132,49730,Red Riding Hood,"['Fantasy', 'Thriller', 'Horror']",Catherine Hardwicke,5.6
1133,2749,15 Minutes,"['Action', 'Crime', 'Thriller']",John Herzfeld,5.7
1134,9607,Super Mario Bros.,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Annabel Jankel,4.0
1135,1830,Lord of War,"['Crime', 'Drama', 'Thriller']",Andrew Niccol,7.0
1136,79,Hero,"['Drama', 'Adventure', 'Action', 'History']",Zhang Yimou,7.2
1137,54054,One for the Money,"['Action', 'Comedy', 'Crime']",Julie Anne Robinson,5.3
1138,228967,The Interview,"['Action', 'Comedy']",Seth Rogen,6.1
1139,46528,The Warrior's Way,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",Sngmoo Lee,6.3
1140,27936,Micmacs,"['Action', 'Comedy', 'Crime']",Jean-Pierre Jeunet,6.8
1141,65,8 Mile,['Drama'],Curtis Hanson,6.8
1142,280391,Why I Did (Not) Eat My Father,"['Adventure', 'Comedy', 'Animation']",Jamel Debbouze,5.3
1143,9476,A Knight's Tale,"['Adventure', 'Drama', 'Romance', 'Action']",Brian Helgeland,6.6
1144,10610,The Medallion,"['Thriller', 'Fantasy', 'Action', 'Comedy']",Gordon Chan,5.3
1145,745,The Sixth Sense,"['Mystery', 'Thriller', 'Drama']",M. Night Shyamalan,7.7
1146,49527,Man on a Ledge,"['Action', 'Thriller', 'Crime']",Asger Leth,6.2
1147,73937,The Big Year,['Comedy'],David Frankel,5.6
1148,1885,The Karate Kid,['Drama'],John G. Avildsen,6.9
1149,168672,American Hustle,"['Drama', 'Crime']",David O. Russell,6.8
1150,18240,The Proposal,"['Comedy', 'Romance', 'Drama']",Anne Fletcher,6.7
1151,10398,Double Jeopardy,"['Crime', 'Drama', 'Mystery', 'Thriller']",Bruce Beresford,6.2
1152,165,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Zemeckis,7.4
1153,240832,Lucy,"['Action', 'Science Fiction']",Luc Besson,6.3
1154,216015,Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']",Sam Taylor-Johnson,5.2
1155,12279,Spy Kids 3-D: Game Over,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Rodriguez,4.7
1156,1645,A Time to Kill,"['Crime', 'Drama', 'Thriller']",Joel Schumacher,7.0
1157,11007,Cheaper by the Dozen,['Comedy'],Shawn Levy,6.0
1158,193756,Lone Survivor,"['Action', 'Drama', 'Thriller', 'War']",Peter Berg,7.4
1159,11287,A League of Their Own,['Comedy'],Penny Marshall,6.7
1160,259693,The Conjuring 2,['Horror'],James Wan,7.0
1161,37799,The Social Network,['Drama'],David Fincher,7.1
1162,10184,He's Just Not That Into You,"['Comedy', 'Romance', 'Drama']",Ken Kwapis,6.2
1163,4257,Scary Movie 4,['Comedy'],David Zucker,5.3
1164,4234,Scream 3,"['Horror', 'Mystery']",Wes Craven,5.7
1165,196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Zemeckis,7.1
1166,257091,Get Hard,['Comedy'],Etan Cohen,5.9
1167,6114,Dracula,"['Romance', 'Horror']",Francis Ford Coppola,7.1
1168,24803,Julie & Julia,"['Romance', 'Drama']",Nora Ephron,6.6
1169,109410,42,['Drama'],Brian Helgeland,6.8
1170,1213,The Talented Mr. Ripley,"['Thriller', 'Crime', 'Drama']",Anthony Minghella,7.0
1171,100042,Dumb and Dumber To,['Comedy'],Bobby Farrelly,5.4
1172,9036,Eight Below,"['Adventure', 'Drama', 'Family']",Frank Marshall,6.7
1173,257211,The Intern,['Comedy'],Nancy Meyers,7.1
1174,323675,Ride Along 2,"['Action', 'Comedy']",Tim Story,6.1
1175,9361,The Last of the Mohicans,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",Michael Mann,7.1
1176,1677,Ray,"['Drama', 'Music']",Taylor Hackford,7.2
1177,187,Sin City,"['Action', 'Thriller', 'Crime']",Robert Rodriguez,7.2
1178,7461,Vantage Point,"['Drama', 'Action', 'Thriller', 'Crime']",Pete Travis,6.2
1179,16538,"I Love You, Man",['Comedy'],John Hamburg,6.5
1180,9889,Shallow Hal,"['Comedy', 'Romance']",Bobby Farrelly,5.7
1181,820,JFK,"['Drama', 'Thriller', 'History']",Oliver Stone,7.5
1182,11565,Big Momma's House 2,"['Comedy', 'Crime']",John Whitesell,5.4
1183,6073,The Mexican,"['Action', 'Comedy', 'Crime', 'Romance']",Gore Verbinski,5.8
1184,16996,17 Again,['Comedy'],Burr Steers,6.1
1185,193610,The Other Woman,"['Comedy', 'Romance']",Nick Cassavetes,6.2
1186,19912,The Final Destination,"['Horror', 'Mystery']",David R. Ellis,5.4
1187,296098,Bridge of Spies,"['Thriller', 'Drama']",Steven Spielberg,7.2
1188,8007,Behind Enemy Lines,"['Action', 'Drama', 'Thriller', 'War']",John Moore,6.0
1189,32823,Get Him to the Greek,['Comedy'],Nicholas Stoller,5.9
1190,4380,Shall We Dance?,"['Drama', 'Romance', 'Comedy']",Peter Chelsom,5.9
1191,11551,Small Soldiers,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",Joe Dante,6.2
1192,10336,Spawn,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",Mark A.Z. Dippé,5.0
1193,11362,The Count of Monte Cristo,"['Action', 'Adventure', 'Drama', 'Thriller']",Kevin Reynolds,7.3
1194,50348,The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",Brad Furman,7.0
1195,48138,Unknown,"['Action', 'Mystery', 'Thriller']",Jaume Collet-Serra,6.5
1196,1124,The Prestige,"['Drama', 'Mystery', 'Thriller']",Christopher Nolan,8.0
1197,227159,Horrible Bosses 2,['Comedy'],Sean Anders,6.1
1198,68179,Escape from Planet Earth,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",Callan Brunker,5.7
1199,1579,Apocalypto,"['Action', 'Adventure', 'Drama', 'Thriller']",Mel Gibson,7.3
1200,708,The Living Daylights,"['Action', 'Adventure', 'Thriller']",John Glen,6.2
1201,34851,Predators,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",Nimród Antal,6.0
1202,9930,Legal Eagles,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",Ivan Reitman,5.8
1203,1586,Secret Window,"['Thriller', 'Mystery']",David Koepp,6.4
1204,2044,The Lake House,"['Romance', 'Drama', 'Mystery']",Alejandro Agresti,6.5
1205,9913,The Skeleton Key,"['Drama', 'Horror', 'Mystery', 'Thriller']",Iain Softley,6.4
1206,71864,The Odd Life of Timothy Green,"['Fantasy', 'Drama', 'Comedy', 'Family']",Peter Hedges,6.5
1207,10761,Made of Honor,"['Comedy', 'Romance']",Paul Weiland,6.0
1208,209451,Jersey Boys,"['Music', 'Drama']",Clint Eastwood,6.8
1209,11975,The Rainmaker,"['Drama', 'Crime', 'Thriller']",Francis Ford Coppola,6.7
1210,4970,Gothika,"['Horror', 'Thriller']",Mathieu Kassovitz,5.8
1211,11831,Amistad,"['Drama', 'History', 'Mystery']",Steven Spielberg,6.8
1212,9096,Medicine Man,['Adventure'],John McTiernan,5.8
1213,440,Aliens vs Predator: Requiem,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",Colin Strause,4.9
1214,11011,Ri¢hie Ri¢h,"['Comedy', 'Family']",Donald Petrie,5.4
1215,10641,Autumn in New York,"['Drama', 'Romance']",Joan Chen,5.7
1216,11172,Music and Lyrics,"['Comedy', 'Music', 'Romance']",Marc Lawrence,6.2
1217,39513,Paul,"['Adventure', 'Comedy', 'Science Fiction']",Greg Mottola,6.5
1218,82687,The Guilt Trip,['Comedy'],Anne Fletcher,5.4
1219,41446,Scream 4,"['Horror', 'Mystery']",Wes Craven,6.1
1220,8224,8MM,"['Thriller', 'Crime', 'Mystery']",Joel Schumacher,6.1
1221,10537,The Doors,"['Drama', 'Music']",Oliver Stone,6.7
1222,225886,Sex Tape,['Comedy'],Jake Kasdan,5.3
1223,10385,Hanging Up,"['Comedy', 'Drama']",Diane Keaton,5.0
1224,55779,Final Destination 5,"['Horror', 'Mystery']",Steven Quale,5.9
1225,10154,Mickey Blue Eyes,"['Comedy', 'Crime', 'Romance']",Kelly Makin,5.3
1226,10647,Pay It Forward,"['Drama', 'Romance']",Mimi Leder,7.0
1227,11431,Fever Pitch,"['Comedy', 'Drama', 'Romance']",Bobby Farrelly,5.9
1228,8457,Drillbit Taylor,['Comedy'],Steven Brill,5.5
1229,188161,A Million Ways to Die in the West,"['Comedy', 'Western']",Seth MacFarlane,5.8
1230,8850,The Shadow,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",Russell Mulcahy,5.4
1231,64685,Extremely Loud & Incredibly Close,['Drama'],Stephen Daldry,6.9
1232,38357,Morning Glory,"['Comedy', 'Drama', 'Romance']",Roger Michell,6.1
1233,10060,Get Rich or Die Tryin',['Drama'],Jim Sheridan,6.3
1234,11398,The Art of War,"['Crime', 'Action', 'Adventure']",Christian Duguay,5.6
1235,1833,Rent,"['Drama', 'Romance']",Chris Columbus,6.7
1236,10391,Bless the Child,"['Drama', 'Horror', 'Thriller', 'Crime']",Chuck Russell,4.9
1237,8970,The Out-of-Towners,['Comedy'],Sam Weisman,5.0
1238,9306,The Island of Dr. Moreau,"['Fantasy', 'Horror', 'Science Fiction']",John Frankenheimer,4.6
1239,11370,The Musketeer,"['Action', 'Adventure', 'Drama']",Peter Hyams,5.2
1240,12184,The Other Boleyn Girl,['Drama'],Justin Chadwick,6.4
1241,1921,Sweet November,"['Drama', 'Romance']",Pat O'Connor,6.4
1242,1683,The Reaping,['Horror'],Stephen Hopkins,5.4
1243,203,Mean Streets,"['Drama', 'Crime']",Martin Scorsese,7.2
1244,11858,Renaissance Man,"['Comedy', 'War']",Penny Marshall,5.9
1245,62835,Colombiana,"['Action', 'Thriller', 'Crime', 'Drama']",Olivier Megaton,6.5
1246,18937,Quest for Camelot,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",Frederik Du Chau,6.9
1247,13536,City By The Sea,"['Crime', 'Drama', 'Mystery']",Michael Caton-Jones,5.7
1248,15556,At First Sight,"['Drama', 'Romance']",Irwin Winkler,5.9
1249,10718,Torque,['Action'],Joseph Kahn,4.7
1250,11062,City Hall,"['Drama', 'Thriller']",Harold Becker,6.0
1251,10802,Showgirls,['Drama'],Paul Verhoeven,4.9
1252,1887,Marie Antoinette,"['Drama', 'History']",Sofia Coppola,6.5
1253,6071,Kiss of Death,"['Action', 'Crime', 'Drama', 'Thriller']",Barbet Schroeder,5.7
1254,10461,Get Carter,"['Action', 'Drama', 'Thriller', 'Crime']",Stephen T. Kay,4.8
1255,80278,The Impossible,"['Thriller', 'Drama']",Juan Antonio Bayona,7.0
1256,12704,Ishtar,"['Action', 'Adventure', 'Comedy']",Elaine May,4.2
1257,10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']",Wes Anderson,7.5
1258,16643,Life or Something Like It,"['Comedy', 'Drama', 'Romance']",Stephen Herek,5.7
1259,2687,Memoirs of an Invisible Man,"['Comedy', 'Fantasy', 'Science Fiction']",John Carpenter,5.7
1260,194,Amélie,"['Comedy', 'Romance']",Jean-Pierre Jeunet,7.8
1261,11025,New York Minute,['Comedy'],Dennie Gordon,5.5
1262,8849,Alfie,['Comedy'],Charles Shyer,5.6
1263,78698,Big Miracle,"['Adventure', 'Drama', 'Romance']",Ken Kwapis,6.6
1264,30943,The Deep End of the Ocean,"['Drama', 'Mystery']",Ulu Grosbard,5.9
1265,9544,FearDotCom,"['Horror', 'Thriller']",William Malone,3.2
1266,24418,Cirque du Freak: The Vampire's Assistant,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Paul Weitz,5.5
1267,7288,Duplex,"['Action', 'Comedy', 'Thriller']",Danny DeVito,5.9
1268,14655,Soul Men,"['Comedy', 'Music']",Malcolm D. Lee,6.3
1269,24575,Raise the Titanic,"['Action', 'Drama', 'Thriller']",Jerry Jameson,5.2
1270,10366,Universal Soldier: The Return,"['Action', 'Science Fiction']",Mic Rodgers,4.2
1271,19898,Pandorum,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",Christian Alvart,6.5
1272,4965,Impostor,"['Action', 'Science Fiction', 'Thriller']",Gary Fleder,6.1
1273,15074,Extreme Ops,"['Action', 'Adventure', 'Drama', 'Thriller']",Christian Duguay,5.0
1274,56715,Just Visiting,"['Comedy', 'Fantasy', 'Science Fiction']",Jean-Marie Poiré,4.8
1275,1272,Sunshine,"['Science Fiction', 'Thriller']",Danny Boyle,7.0
1276,72358,A Thousand Words,"['Drama', 'Comedy']",Brian Robbins,6.0
1277,20542,Delgo,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Marc F. Adler,5.4
1278,266396,The Gunman,"['Action', 'Drama', 'Crime']",Pierre Morel,5.5
1279,9978,Stormbreaker,"['Adventure', 'Action', 'Family']",Geoffrey Sax,5.1
1280,8271,Disturbia,"['Thriller', 'Drama', 'Mystery']",D.J. Caruso,6.6
1281,10428,Hackers,"['Action', 'Crime', 'Thriller', 'Drama']",Iain Softley,6.2
1282,5353,The Hunting Party,"['Action', 'Adventure', 'Thriller', 'Drama']",Richard Shepard,6.6
1283,11934,The Hudsucker Proxy,"['Comedy', 'Drama']",Joel Coen,7.1
1284,14392,The Warlords,"['Action', 'Drama', 'History']",Peter Chan,6.3
1285,19495,Nomad: The Warrior,"['Action', 'History', 'War']",Sergei Bodrov Jr.,4.3
1286,110415,Snowpiercer,"['Action', 'Science Fiction', 'Drama']",Bong Joon-ho,6.7
1287,77459,A Monster in Paris,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Bibo Bergeron,6.5
1288,26486,The Last Shot,"['Action', 'Comedy']",Jeff Nathanson,5.9
1289,9495,The Crow,"['Fantasy', 'Action', 'Thriller']",Alex Proyas,7.3
1290,256040,Baahubali: The Beginning,"['Action', 'Adventure', 'War', 'History']",S.S. Rajamouli,7.5
1291,24420,The Time Traveler's Wife,"['Drama', 'Romance', 'Fantasy']",Robert Schwentke,6.7
1292,1257,Because I Said So,['Comedy'],Michael Lehmann,5.8
1293,62214,Frankenweenie,"['Animation', 'Comedy', 'Family']",Tim Burton,6.6
1294,16320,Serenity,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Joss Whedon,7.4
1295,8842,Against the Ropes,"['Romance', 'Drama']",Charles S. Dutton,4.5
1296,9531,Superman III,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",Richard Lester,5.3
1297,64807,Grudge Match,['Comedy'],Peter Segal,6.0
1298,12289,Red Cliff,"['Adventure', 'Drama', 'Action']",John Woo,7.1
1299,11529,Sweet Home Alabama,"['Comedy', 'Romance']",Andy Tennant,6.0
1300,20943,The Ugly Truth,"['Comedy', 'Romance']",Robert Luketic,6.4
1301,9099,Sgt. Bilko,"['Comedy', 'Family']",Jonathan Lynn,5.5
1302,9488,Spy Kids 2: The Island of Lost Dreams,"['Action', 'Adventure', 'Family']",Robert Rodriguez,5.3
1303,193,Star Trek: Generations,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",David Carson,6.4
1304,44865,The Grandmaster,"['Action', 'Drama', 'History']",Wong Kar-wai,6.3
1305,55787,Water for Elephants,"['Drama', 'Romance']",Francis Lawrence,6.7
1306,257932,Dragon Nest: Warriors' Dawn,"['Adventure', 'Family', 'Fantasy', 'Animation']",Yuefeng Song,6.8
1307,10400,The Hurricane,['Drama'],Norman Jewison,7.2
1308,1957,Enough,"['Drama', 'Thriller']",Michael Apted,6.2
1309,10833,Heartbreakers,"['Crime', 'Comedy', 'Romance']",David Mirkin,5.7
1310,256961,Paul Blart: Mall Cop 2,"['Action', 'Comedy', 'Family']",Andy Fickman,5.0
1311,5852,Angel Eyes,"['Drama', 'Romance', 'Thriller']",Luis Mandoki,5.6
1312,12312,Joe Somebody,['Comedy'],John Pasquin,5.5
1313,622,The Ninth Gate,"['Horror', 'Mystery', 'Thriller']",Roman Polanski,6.3
1314,11306,Extreme Measures,"['Drama', 'Thriller']",Michael Apted,5.7
1315,12508,Rock Star,"['Music', 'Drama', 'Comedy']",Stephen Herek,6.0
1316,25793,Precious,['Drama'],Lee Daniels,6.9
1317,10534,White Squall,"['Action', 'Drama']",Ridley Scott,6.3
1318,1091,The Thing,"['Horror', 'Mystery', 'Science Fiction']",John Carpenter,7.8
1319,87421,Riddick,"['Science Fiction', 'Action', 'Thriller']",David Twohy,6.2
1320,10871,Switchback,"['Action', 'Adventure', 'Mystery', 'Thriller']",Jeb Stuart,5.8
1321,13503,Texas Rangers,"['Action', 'Western']",Steve Miner,5.4
1322,13600,City of Ember,"['Adventure', 'Family', 'Fantasy']",Gil Kenan,6.2
1323,68722,The Master,['Drama'],Paul Thomas Anderson,7.0
1324,14324,Virgin Territory,"['Adventure', 'Action', 'Comedy', 'Romance']",David Leland,4.3
1325,14325,The Express,['Drama'],Gary Fleder,7.1
1326,299687,The 5th Wave,"['Adventure', 'Science Fiction']",J Blakeson,5.6
1327,312221,Creed,['Drama'],Ryan Coogler,7.3
1328,23168,The Town,"['Crime', 'Drama', 'Thriller']",Ben Affleck,7.0
1329,76494,What to Expect When You're Expecting,"['Romance', 'Comedy', 'Drama']",Kirk Jones,5.8
1330,4944,Burn After Reading,"['Comedy', 'Drama']",Joel Coen,6.5
1331,10488,Nim's Island,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Jennifer Flackett,5.6
1332,96721,Rush,"['Drama', 'Action']",Ron Howard,7.7
1333,334,Magnolia,['Drama'],Paul Thomas Anderson,7.5
1334,23742,Cop Out,"['Action', 'Comedy', 'Crime']",Kevin Smith,5.3
1335,259694,How to Be Single,"['Comedy', 'Romance']",Christian Ditter,5.9
1336,62837,Dolphin Tale,"['Drama', 'Family']",Charles Martin Smith,6.7
1337,8966,Twilight,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Catherine Hardwicke,5.8
1338,8470,John Q,"['Drama', 'Thriller', 'Crime']",Nick Cassavetes,7.0
1339,11001,Blue Streak,"['Action', 'Comedy', 'Crime']",Les Mayfield,6.1
1340,138832,We're the Millers,"['Comedy', 'Crime']",Rawson Marshall Thurber,6.8
1341,16911,The Inhabited Island,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",Fyodor Bondarchuk,5.3
1342,2163,Breakdown,"['Drama', 'Action', 'Thriller']",Jonathan Mostow,6.6
1343,36670,Never Say Never Again,"['Adventure', 'Action', 'Thriller']",Irvin Kershner,5.8
1344,23048,Hot Tub Time Machine,"['Science Fiction', 'Comedy', 'Adventure']",Steve Pink,6.0
1345,227735,Dolphin Tale 2,"['Family', 'Drama']",Charles Martin Smith,6.7
1346,2155,Reindeer Games,['Thriller'],John Frankenheimer,5.4
1347,8409,A Man Apart,"['Action', 'Drama']",F. Gary Gray,5.8
1348,222936,Aloha,"['Drama', 'Comedy', 'Romance']",Cameron Crowe,5.2
1349,31908,Ghosts of Mississippi,"['History', 'Drama']",Rob Reiner,6.2
1350,10219,Snow Falling on Cedars,"['Drama', 'Romance']",Scott Hicks,6.3
1351,48171,The Rite,"['Drama', 'Thriller', 'Horror']",Mikael Håfström,5.8
1352,782,Gattaca,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",Andrew Niccol,7.5
1353,75531,Isn't She Great,"['Drama', 'Comedy']",Andrew Bergman,4.6
1354,11802,Space Chimps,"['Animation', 'Family']",Kirk De Micco,5.2
1355,9776,Head of State,['Comedy'],Chris Rock,5.3
1356,18785,The Hangover,['Comedy'],Todd Phillips,7.2
1357,365222,Ip Man 3,"['Action', 'Drama', 'History']",Wilson Yip,6.5
1358,817,Austin Powers: The Spy Who Shagged Me,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",Jay Roach,6.2
1359,268,Batman,"['Fantasy', 'Action']",Tim Burton,7.0
1360,45054,There Be Dragons,['Drama'],Roland Joffé,5.9
1361,943,Lethal Weapon 3,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",Richard Donner,6.4
1362,22881,The Blind Side,['Drama'],John Lee Hancock,7.2
1363,10054,Spy Kids,"['Action', 'Comedy', 'Family', 'Adventure']",Robert Rodriguez,5.5
1364,51540,Horrible Bosses,"['Comedy', 'Crime']",Seth Gordon,6.5
1365,44264,True Grit,"['Drama', 'Adventure', 'Western']",Joel Coen,7.2
1366,350,The Devil Wears Prada,"['Comedy', 'Drama', 'Romance']",David Frankel,7.0
1367,152,Star Trek: The Motion Picture,"['Science Fiction', 'Adventure', 'Mystery']",Robert Wise,6.2
1368,109431,Identity Thief,"['Comedy', 'Crime']",Seth Gordon,5.6
1369,1598,Cape Fear,"['Crime', 'Thriller']",Martin Scorsese,7.0
1370,8065,21,"['Drama', 'Crime']",Robert Luketic,6.5
1371,271718,Trainwreck,['Comedy'],Judd Apatow,5.9
1372,11638,Guess Who,"['Comedy', 'Romance']",Kevin Rodney Sullivan,5.5
1373,409,The English Patient,"['Drama', 'Romance', 'War']",Anthony Minghella,7.0
1374,2118,L.A. Confidential,"['Crime', 'Drama', 'Mystery', 'Thriller']",Curtis Hanson,7.7
1375,11459,Sky High,"['Adventure', 'Comedy', 'Family']",Mike Mitchell,5.8
1376,10806,In & Out,"['Comedy', 'Romance']",Frank Oz,6.3
1377,9348,Species,"['Science Fiction', 'Horror', 'Action']",Roger Donaldson,5.5
1378,377,A Nightmare on Elm Street,['Horror'],Wes Craven,7.2
1379,8843,The Cell,"['Horror', 'Science Fiction', 'Thriller']",Tarsem Singh,6.0
1380,9313,The Man in the Iron Mask,"['Action', 'Adventure', 'Drama']",Randall Wallace,6.3
1381,39486,Secretariat,['Drama'],Randall Wallace,6.8
1382,1273,TMNT,"['Adventure', 'Animation', 'Comedy', 'Family']",Kevin Munroe,6.0
1383,13920,Radio,['Drama'],Mike Tollin,6.8
1384,50544,Friends with Benefits,"['Romance', 'Comedy']",Will Gluck,6.5
1385,325133,Neighbors 2: Sorority Rising,['Comedy'],Nicholas Stoller,5.6
1386,140823,Saving Mr. Banks,"['Comedy', 'Drama', 'History']",John Lee Hancock,7.3
1387,1883,Malcolm X,"['Drama', 'History']",Spike Lee,7.2
1388,89492,This Is 40,['Comedy'],Judd Apatow,5.6
1389,22949,Old Dogs,"['Comedy', 'Family']",Walt Becker,5.2
1390,12437,Underworld: Rise of the Lycans,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",Patrick Tatopoulos,6.2
1391,2959,License to Wed,['Comedy'],Ken Kwapis,5.2
1392,9957,The Benchwarmers,['Comedy'],Dennis Dugan,5.2
1393,11648,Must Love Dogs,"['Comedy', 'Romance']",Gary David Goldberg,5.8
1394,9366,Donnie Brasco,"['Crime', 'Drama', 'Thriller']",Mike Newell,7.4
1395,1576,Resident Evil,"['Horror', 'Action', 'Science Fiction']",Paul W.S. Anderson,6.4
1396,609,Poltergeist,['Horror'],Tobe Hooper,7.0
1397,5516,The Ladykillers,"['Comedy', 'Crime', 'Thriller']",Joel Coen,6.0
1398,13051,Max Payne,['Action'],John Moore,5.2
1399,49530,In Time,"['Action', 'Thriller', 'Science Fiction']",Andrew Niccol,6.7
1400,34806,The Back-Up Plan,"['Comedy', 'Romance']",Alan Poul,5.7
1401,49022,Something Borrowed,"['Comedy', 'Drama', 'Romance']",Luke Greenfield,5.9
1402,11469,Black Knight,"['Adventure', 'Comedy', 'Fantasy']",Gil Junger,5.1
1403,23479,The Bad News Bears,"['Comedy', 'Family']",Michael Ritchie,6.9
1404,11667,Street Fighter,"['Action', 'Adventure', 'Thriller']",Steven E. de Souza,4.1
1405,423,The Pianist,"['Drama', 'War']",Roman Polanski,8.0
1406,2447,The Nativity Story,"['Drama', 'History']",Catherine Hardwicke,6.4
1407,10066,House of Wax,['Horror'],Jaume Collet-Serra,5.5
1408,2288,Closer,"['Drama', 'Romance']",Mike Nichols,6.7
1409,88794,J. Edgar,"['Drama', 'Crime', 'History']",Clint Eastwood,6.0
1410,13515,Mirrors,"['Horror', 'Mystery', 'Thriller']",Alexandre Aja,6.0
1411,11979,Queen of the Damned,"['Drama', 'Fantasy', 'Horror']",Michael Rymer,5.4
1412,169,Predator 2,"['Science Fiction', 'Action', 'Thriller']",Stephen Hopkins,5.9
1413,8090,Untraceable,['Drama'],Gregory Hoblit,5.9
1414,11622,Blast from the Past,"['Comedy', 'Romance']",Hugh Wilson,6.3
1415,3604,Flash Gordon,['Science Fiction'],Mike Hodges,6.1
1416,9541,Jersey Girl,"['Comedy', 'Romance']",Kevin Smith,5.8
1417,94348,Alex Cross,"['Action', 'Thriller', 'Crime', 'Mystery']",Rob Cohen,5.1
1418,8197,Midnight in the Garden of Good and Evil,"['Crime', 'Drama', 'Mystery', 'Thriller']",Clint Eastwood,6.3
1419,336004,Heist,"['Crime', 'Action', 'Thriller']",Scott Mann,5.6
1420,35019,Nanny McPhee and the Big Bang,"['Comedy', 'Fantasy']",Susanna White,6.0
1421,10410,Hoffa,"['Crime', 'History']",Danny DeVito,6.1
1422,8836,The X Files: I Want to Believe,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",Chris Carter,5.5
1423,14442,Ella Enchanted,"['Family', 'Fantasy', 'Comedy']",Tommy O'Haver,5.9
1424,321741,Concussion,['Drama'],Peter Landesman,7.0
1425,59965,Abduction,"['Thriller', 'Action', 'Mystery']",John Singleton,5.6
1426,14175,Valiant,"['Animation', 'Family', 'Adventure']",Gary Chapman,5.2
1427,11004,Wonder Boys,"['Comedy', 'Drama']",Curtis Hanson,6.9
1428,11918,Superhero Movie,"['Action', 'Comedy', 'Science Fiction']",Craig Mazin,4.9
1429,98357,Broken City,"['Thriller', 'Crime', 'Drama']",Allen Hughes,5.7
1430,10012,Cursed,"['Horror', 'Comedy']",Wes Craven,5.1
1431,49526,Premium Rush,"['Crime', 'Action', 'Thriller']",David Koepp,6.2
1432,268920,Hot Pursuit,"['Action', 'Comedy', 'Crime']",Anne Fletcher,5.4
1433,9093,The Four Feathers,"['War', 'Adventure', 'Drama', 'Romance']",Shekhar Kapur,6.5
